addr,location,agency,_X,_Y
"서울특별시 성동구 난계로 114-31(하왕십리동, 금호 베스트빌)",관리사무소,금호베스트빌제2아파트,127.0263662,37.56157364
"서울특별시 동작구 여의대방로10길 38 (신대방동, 보라매롯데낙천대아파트)",정문초소,롯데낙천대아파트,126.9139984,37.49342395
"서울특별시 은평구 은평로2길 2, 신사1동주민센터 (신사동)",1층 민원실 입구,신사1동주민센터,126.9117599,37.59779425
"서울특별시 은평구 백련산로 179, 응암제1동주민센터 (응암동)",1층민원실,응암1동주민센터,126.9267495,37.60070182
서울특별시 금천구 시흥대로73길 50 금천경찰서 (시흥동),1층 통합형사 사무실 안,서울금천경찰서,126.8970657,37.45694734
"서울특별시 은평구 증산로15길 47, 신사2동 복합청사 (신사동)",1층 민원실,신사2동주민센터,126.9083929,37.59024493
서울특별시 강동구 양재대로 1571,홈플러스 강동점 지하2층,홈플러스강동점,127.1422558,37.54571404
"서울특별시 성동구 마조로15가길 23(마장동, 마장 에스에이치빌)",관리사무소,마장국민임대아파트,127.0398071,37.56410821
"서울특별시 동작구 현충로 151 (흑석동, 한강현대아파트)",기계실,한강현대아파트,126.9698821,37.50623482
"서울특별시 은평구 불광천길 410-17, 응암제3동주민센터 (응암동)",1층 민원실 입구,응암3동주민센터,126.915721,37.59223644
서울특별시 마포구 마포대로 지하 100 5호선 공덕역,5호선 공덕역 지하1층대합실,서울시도시철도공사(5호선 공덕역),126.9513635,37.54452622
"서울특별시 노원구 한글비석로14길 8(중계동, 주공2단지아파트)",(중계4동) 202동 승강기 옆,중계주공2단지아파트,127.0787608,37.65790861
"서울특별시 성동구 행당로 82 (임대) (행당동, 행당 한진타운)",행당한진아파트 관리동 입구,행당한진타운아파트(임대),127.0301759,37.55566609
서울특별시 강서구 방화대로 94 휘트니스클럽,휘트니스클럽,메이필드호텔,126.8184738,37.5477981
서울특별시 동작구 흑석로9길 94 동양중학교 (흑석동),1층 교무실 앞,동양중학교,126.9575462,37.50981668
"서울특별시 동작구 상도로13라길 22, 강현중학교 (상도동)",교무실앞,강현중학교,126.9320055,37.50327177
"서울특별시 종로구 사직로8길 4 (사직동, 광화문 풍림스페이스본)",106동 방재실,풍림스페이스본,126.9680751,37.57428766
"서울특별시 노원구 한글비석로14길 8(중계동, 주공2단지아파트)",(중계4동) 204동 승강기 옆,중계주공2단지아파트,127.0787608,37.65790861
"서울특별시 은평구 연서로 59, 역촌동주민센터 (역촌동)",1층 무인민원 발급창구 옆,역촌동주민센터,126.9151009,37.60440325
"서울특별시 은평구 진흥로15길 10, 불광1동주민센터 (불광동)",1층 민원실 내,불광1동주민센터,126.9320861,37.61034942
"서울특별시 양천구 남부순환로 371, 서울특별시서부여성발전센터 (신월동)",사무실 1층 로비 뒷문 옆,서울시서부여성발전센터,126.8299216,37.53426324
"서울특별시 관악구 은천로 93(봉천동, 벽산블루밍아파트)",관리사무소 1층,관악벽산블루밍아파트,126.9455622,37.48919931
"서울특별시 은평구 갈현로 301, 갈현1동청사및문화의집 (갈현동)",1층 입구 좌측,갈현1동주민센터,126.9166931,37.62369524
"서울특별시 성동구 독서당로 175, 101-105동 (옥수동, 극동그린아파트)",102동 1~2호라인 현관,옥수극동그린아파트,127.0106519,37.54167895
"서울특별시 양천구 지양로7길 32, 양천중학교 (신월동)",1동 1층 보건실 앞 복도,양천중학교,126.830862,37.51952525
"서울특별시 양천구 신월로 97, 서울강월초등학교 (신월동)",강월초등학교 보건실,서울강월초등학교,126.8334292,37.51633727
"서울특별시 중구 동호로15길 93, 장충중고등학교 (신당동)",장충중학교 1층현관입구,장충중학교,127.0073267,37.55363326
서울특별시 동작구 남부순환로269길 166 남성중학교 (사당동),중앙현관,남성중학교,126.9722852,37.47929318
서울특별시 강서구 등촌로13자길 42-14 본관1층 중앙통로,본관1층 중앙통로,서울신곡초교,126.8557584,37.53892276
"서울특별시 성동구 독서당로 272 (임대) (금호동4가, 금호동 대우아파트)",금호대우아파트 관리사무소,금호대우아파트(임대),127.019598,37.54535444
"서울특별시 은평구 증산서길 89, 증산동주민센터 (증산동)",2층 민원실,증산동주민센터,126.9070253,37.58435141
서울특별시 강서구 화곡로 263 본관1층 신발장,본관1층 신발장,서울우장초교,126.8459016,37.54956303
"서울특별시 은평구 진관2로 31, 진관동주민센터 (진관동)",1층 민원실,진관동주민센터,126.9209233,37.63500305
"서울특별시 은평구 갈현로17길 10, 구산동청사및주민자치센터 (구산동)",1층 정문앞,구산동주민센터,126.9103542,37.61175438
서울특별시 동대문구 장안벚꽃로 107,복지관 1층,장안현대홈타운,127.0735885,37.56896985
서울특별시 동대문구 장한로14길 81 관리사무소,관리사무소 입구,래미안장안1차아파트(분양),127.0733475,37.56623338
"서울특별시 양천구 남부순환로 604, 강신중학교 (신월동)",강신중학교 1교무실,강신중학교,126.8386133,37.5144853
"서울특별시 성동구 무학로 50(하왕십리동, 벽산아파트)",1층 경비실 정문(103동 뒤쪽),청계벽산아파트,127.0318716,37.56930484
서울특별시 동작구 노량진로 248  (본동),1층 소내,노들치안센터,126.9536299,37.51239093
"서울특별시 은평구 연서로 282, 국민은행연서점 1층 (불광동)",1층 민원실,불광2동주민센터,126.9257194,37.62085254
"서울특별시 양천구 남부순환로 364, 우체국 (신월동)",1층 민원실,신월3동우체국,126.8287216,37.53467555
"서울특별시 노원구 한글비석로14길 8(중계동, 주공2단지아파트)",(중계4동) 201동 승강기 옆,중계주공2단지아파트,127.0787608,37.65790861
"서울특별시 중구 동호로 261, 장충파출소 (장충동2가)",파출소 내 현관문 좌측 벽면,서울중부경찰서 장충파출소,127.0048021,37.55876399
"서울특별시 강서구 화곡로 215, 강서문화센터 (화곡동)",3층 안내데스크,강서문화원,126.8437559,37.54469468
"서울특별시 광진구 아차산로70길 61, 광장현대5단지아파트 (광장동, 광장현대아파트)",504동 현관 입구,광장현대5단지아파트,127.0991085,37.53935068
서울특별시 송파구 토성로 38-6 관리사무소,관리사무소,한강극동,127.1134039,37.52867762
서울특별시 송파구 거마로10길 9 송파경찰서 거여파출소,파출소 내부 오른편,송파경찰서거여파출소,127.1465327,37.49508406
"서울특별시 은평구 은평터널로 27, 수색동주민센터 (수색동)",1층 민원실 제일 안쪽,수색동주민센터,126.8975628,37.58416288
"서울특별시 종로구 돈화문로 28, 종로3가치안센터 (묘동)",1층 소내 책상 위,종로3가치안센터,126.9923297,37.57124786
서울특별시 강서구 등촌로35길 12 보건실 앞 현관로비,보건실앞 현관로비,서울등마초교,126.8616672,37.54204377
"서울특별시 성동구 청계천로 546, 성동구도시관리공단 (마장동)",1층 출입문 옆,성동구도시관리공단,127.036905,37.57171687
서울특별시 강서구 양천로69길 49 보건실,1층 중앙현관,서울염경초교,126.8712043,37.5550004
서울특별시 강서구 강서로56나길 34 보건실,보건실,서울등명초교,126.8423827,37.560895
"서울특별시 성동구 행당로 15, 금호1가동주민센터 (금호동1가)",주민센터 내부,금호1가동주민센터,127.0216535,37.55486663
"서울특별시 노원구 노원로 331(중계동, 시영3단지목련아파트)",(중계2.3동) 복지관건물 관리소,시영3단지목련(임대),127.0688068,37.64592633
서울특별시 중구 퇴계로6길 3-10(회현동1가),1층 사무실,회현파출소,126.9788244,37.55809695
"서울특별시 노원구 덕릉로70가길 101(상계동, 상계마들아파트)","(상계6,7동) 경비실",상계마들(임대),127.0572508,37.64182029
"서울특별시 성동구 뚝섬로3길 18, 성수1가제1동주민센터 (성수동1가)",사무실 안 동장실 우측,성수1가1동주민센터,127.0496879,37.54203256
"서울특별시 동대문구 장안벚꽃로1길 7 (장안동, 장안 힐스테이트)",지하 보안실,장안힐스테이트,127.0761842,37.57650997
서울특별시 강서구 화곡로65길 90 보건실 옆,보건실 앞 복도,서울등원초교,126.8500058,37.56078939
"서울특별시 동대문구 한천로63길 10  (이문동, 이문e편한세상아파트)",관리사무소 입구,이문e-편한세상(분양),127.0647086,37.60401155
서울특별시 마포구 양화로 지하 45 6호선 합정역 (합정동),6호선합정역 지하3층대합실,서울교통공사(6호선합정역),126.9136779,37.55016601
서울특별시 강서구 등촌로39길 71 .,1층 중앙현관,서울등촌초교,126.8577904,37.54760748
"서울특별시 노원구 덕릉로70가길 96, 서울시립뇌성마비복지관 (상계동)","(상계6,7동) 로비",서울시립뇌성마비복지관,127.0565801,37.6424424
"서울특별시 노원구 한글비석로14길 8(중계동, 주공2단지아파트)",(중계4동) 206동 승강기 옆,중계주공2단지아파트,127.0787608,37.65790861
서울특별시 동대문구 홍릉로 81,2층 정신보건센터내,동대문구 치매안심센터,127.0427087,37.58751847
서울특별시 동대문구 한천로18길 48,1층 로비,장안종합사회복지관,127.0661698,37.56794863
서울특별시 강서구 등촌로51나길 29 1층 출입구 앞,1층 출입구 앞,강서도서관,126.8599264,37.5479003
"서울특별시 강남구 압구정로 113 (압구정동, 미성아파트)",23동 3~5라인 입구,미성2차아파트,127.0177808,37.52389032
"서울특별시 은평구 백련산로 100, 응암제2동주민센터 (응암동)",2층 민원실 밖 현관,응암2동주민센터,126.9230675,37.59458001
서울특별시 송파구 올림픽로4길 42 관리사무소내,관리동1층,"잠실우성1,2,3차",127.0717061,37.50747355
"서울특별시 노원구 한글비석로14길 8(중계동, 주공2단지아파트)",(중계4동) 205동 승강기 옆,중계주공2단지아파트,127.0787608,37.65790861
서울특별시 동작구 노량진1동 신동아아파트 1-9,관리사무실,본동신동아아파트,126.9466413,37.51632425
서울특별시 마포구 마포대로 115-8,"105동 7, 8라인",공덕삼성아파트,126.9509731,37.54658489
서울특별시 동대문구 답십리로 184,2동 1초소 앞,동서울한양,127.060231,37.57107777
서울특별시 서대문구 홍은중앙로1길 33 (홍은동) 유원아파트,1동  엘리베이터 앞,유원홍은아파트,126.9453061,37.59758894
서울특별시 동대문구 제기로33길 25,1층로비,동대문노인종합복지관,127.0500273,37.58724825
"서울특별시 노원구 초안산로 89(월계동, 월계청백1단지아파트)",(월계2동) 관리사무소,청백1단지(임대),127.0517191,37.63487893
"서울특별시 노원구 한글비석로14길 8(중계동, 주공2단지아파트)",(중계4동) 203동 승강기 옆,중계주공2단지아파트,127.0787608,37.65790861
서울특별시 노원구 섬밭로 201 하계5단지아파트,(하계2동) 경비실,하계5단지아파트,127.0662935,37.63308566
"서울특별시 성동구 독서당로 424, 응봉동주민센터 (응봉동)",1층 복사기옆,응봉동주민센터,127.0334014,37.55313708
서울특별시 강서구 양천로6길 92 보건실 옆 현관,1층 중앙현관,서울방화초교,126.8073306,37.56790707
서울특별시 마포구 마포대로 115-8,"102동 1,2라인",공덕삼성아파트,126.9509731,37.54658489
"서울특별시 종로구 경희궁1길 15, 세종로자치회관 (신문로2가)",입구,사직동주민센터,126.9705985,37.57135882
"서울특별시 노원구 한글비석로14길 8(중계동, 주공2단지아파트)",(중계4동) 207동 승강기 옆,중계주공2단지아파트,127.0787608,37.65790861
서울특별시 송파구 잠실로 88 관리사무소내,관리사무실내,레이크팰리스,127.0945755,37.50979503
서울특별시 강서구 화곡로58길 86 보건실,행정실 복도,서울등서초교,126.8546158,37.55197972
"서울특별시 노원구 월계로49길 5(월계동, 월계1단지주공아파트)",(월계2동) 관리사무소,월계주공1단지(임대),127.0557402,37.62900659
서울특별시 강서구 강서로31길 48 교무실 안쪽,본관1층 중앙현관 안쪽,서울신월초교,126.8392953,37.54000986
서울특별시 강서구 허준로 109 2층 보건실 앞,2층 보건실 앞,서울탑산초교,126.8516152,37.56693458
서울특별시 마포구 마포대로 115-8,"104동 3,4,7라인",공덕삼성아파트,126.9509731,37.54658489
서울특별시 종로구 이화동,신관 2층 목욕탕,종로노인종합복지관,126.9994743,37.57852163
"서울특별시 노원구 한글비석로14길 8(중계동, 주공2단지아파트)",(중계4동) 209동 승강기 옆,중계주공2단지아파트,127.0787608,37.65790861
서울특별시 동작구 남부순환로 2025 동작구치매안심센터 (사당동),1층 안내데스크,동작구치매안심센터,126.9736235,37.47643282
"서울특별시 노원구 동일로210길 22(중계동, 중계주공1단지아파트)",(중계2.3동) 관리사무소,중계주공1단지(임대),127.0656038,37.64787679
"서울특별시 성동구 독서당로40길 25(옥수동, 옥수현대아파트)",관리사무소,옥수현대아파트,127.0182671,37.54336244
서울특별시 강서구 양천로 646-28 본관현관 앞,1층 교무실 내부,서울염창초교,126.868309,37.55329492
"서울특별시 금천구 시흥대로123길 11, 독산1동주민센터 (독산동)",6층휴게실,금천구치매지원센터,126.8970434,37.47021793
서울특별시 마포구 마포대로 115-8,"103동 1,2라인",공덕삼성아파트,126.9509731,37.54658489
서울특별시 강서구 방화대로47길 43 어울채,어울채,서울치현초교,126.814604,37.57583804
"서울특별시 노원구 한글비석로14길 8(중계동, 주공2단지아파트)",(중계4동) 210동 엘리베이터 옆,중계주공2단지아파트,127.0787608,37.65790861
"서울특별시 성동구 성수일로8길 47(성수동2가, 성수동 롯데캐슬파크)",정문초소(106~107동 사이),성수롯데캐슬파크아파트,127.0554713,37.54582483
"서울특별시 종로구 사직로8길 4 (사직동, 광화문 풍림스페이스본)",1단지 생활지원센터,풍림스페이스본,126.9680751,37.57428766
"서울특별시 종로구 삼일대로 467, 2층 (경운동)",2층로비,서울노인복지센터,126.9858538,37.57596632
서울특별시 강서구 강서로45길 113 보건실 내,1층 중앙현관,서울발산초교,126.8308458,37.55060625
"서울특별시 성북구 종암로21길 127 (종암동, 아이파크종암동)",2초소내,종암아이파크1차아파트,127.0300001,37.60302215
서울특별시 강서구 양천로73길 17 중앙현관,중앙현관,서울염동초교,126.8721081,37.5518505
"서울특별시 노원구 한글비석로14길 8(중계동, 주공2단지아파트)",(중계4동) 208동 승강기 옆,중계주공2단지아파트,127.0787608,37.65790861
서울특별시 강서구 강서로46길 23 보건실내,보건실내,서울내발산초교,126.8385696,37.55163584
"서울특별시 성북구 아리랑로5길 54, 돈암지구대 순찰차11호 (돈암동)",순찰차11호 998무,돈암치안센터,127.0124065,37.59732819
"서울특별시 종로구 자하문로 92, 청운효자동주민센터 (궁정동)",주민센터입구,청운효자동주민센터,126.9706187,37.5840886
서울특별시 강서구 강서로45다길 30-27 관리사무소,관리사무소,화곡초록아파트,126.8346716,37.54614909
"서울특별시 성동구 독서당로62길 43 (응봉동, 대림아파트)",관리사무소 입구,응봉대림아파트(1차),127.0330228,37.55223603
"서울특별시 중구 퇴계로 460, 중구구민복지관 11층 (신당동)",11층 로비,중구치매안심센터,127.0227863,37.56509341
"서울특별시 성북구 오패산로16가길 40 (하월곡동, 꿈의숲푸르지오)",관리사무소,꿈의숲푸르지오아파트,127.0383635,37.61158456
서울특별시 강서구 초록마을로 28 1층 정중앙,1층 정중앙,서울화곡초교,126.8454978,37.54350286
서울특별시 마포구 대흥로 122,3층 안내데스크 우측,마포구치매안심센터,126.9442788,37.55040864
"서울특별시 성동구 고산자로 160 (응봉동, 대림 강변 타운)",경비 2초소,대림강변타운아파트,127.0358245,37.55300602
서울특별시 종로구 지봉로13길 82,4층 사무실 안,종로데이케어센터,127.012181,37.57720023
서울특별시 강서구 화곡로 371 경향교회 회관3층,휴게실,강서구치매안심센터,126.8522429,37.55695656
"서울특별시 성북구 정릉로 388 (돈암동, 동부센트레빌)",관리사무소,동부센트레빌아파트,127.0267427,37.60283247
"서울특별시 성동구 무수막18길 1, 금호2-3가동 주민센터 (금호동2가)",주민센터 내부,"금호2,3가동주민센터",127.0209096,37.55320783
서울특별시 용산구 임정로 26,지하 1층 사무처,백범김구기념관,126.9592536,37.54427779
"서울특별시 성동구 독서당로 191 (옥수동, 옥수동극동아파트)",2층 관리사무소(2동 옆),옥수극동아파트,127.0120634,37.54454568
"서울특별시 종로구 창의문로 145, 부암동주민센터 (부암동)",입구,부암동주민센터,126.9640651,37.59241177
"서울특별시 양천구 오목로 101, 서울양강초등학교 (신월동)",1층 보건실 앞 복도,서울양강초등학교,126.8474858,37.52361123
"서울특별시 광진구 용마산로24길 7, 중곡4파출소 (중곡동)",1층 입구,중곡4파출소,127.087258,37.56534723
"서울특별시 성북구 길음로 118 길음뉴타운4단지대림 (길음동, 길음뉴타운)",관리사무소(1층),길음뉴타운e편한세상4단지,127.0204591,37.61198998
"서울특별시 양천구 중앙로55길 72, 서울신강초등학교 (신월동)",1층 보건실 내 출입구 오른쪽,서울신강초등학교,126.8411323,37.52567339
"서울특별시 노원구 동일로 지하 1662, 수락산역 (상계동)",상계1동 수락산역 지하2층 대합실,수락산역,127.0553745,37.67762599
"서울특별시 성동구 독서당로 272(금호동4가, 금호동 대우아파트)",105동 3-4호라인 로비층 엘리베이트 앞,금호대우아파트,127.019598,37.54535444
"서울특별시 노원구 덕릉로70가길 73, 서울시립상이군경복지관 (상계동)",1층 물리치료실 입구,서울시립상이군경복지관,127.0576138,37.64233992
"서울특별시 노원구 상계로 305, 당고개역 (상계동)","상계3,4동 당고개역",당고개역,127.0790106,37.67029205
서울특별시 성북구 아리랑로5길 54 (돈암동),소내책상컴퓨터옆,돈암지구대,127.0124065,37.59732819
"서울특별시 노원구 한글비석로 56, 미성아파트 (하계동)",(하계1동) 하계역,하계역,127.0686926,37.63587058
"서울특별시 종로구 창신길 62, 창신제2동주민센터 (창신동)",입구,창신2동주민센터,127.010869,37.5744475
"서울특별시 성북구 오패산로 46 (하월곡동, 월곡두산위브)",관리사무소,월곡두산위브아파트,127.0388534,37.60774947
"서울특별시 노원구 동일로 지하1308-1, 중계역 (중계동)","(중계2,3동) 중계역",중계역,127.0642469,37.64489106
"서울특별시 양천구 남부순환로 380, 양서중학교 (신월동)",본관 1층 교무실 앞,양서중학교,126.8289905,37.53226598
"서울특별시 노원구 상계로 76, 정암빌딩 (상계동)",상계2동 노원역 4호선,노원역4호선,127.0634442,37.65613858
"서울특별시 마포구 마포대로 115-8, 101동 (공덕동, 공덕삼성아파트)","101동 3,4라인",공덕삼성아파트,126.9509731,37.54658489
"서울특별시 성북구 월곡로14길 26 (하월곡동, 월곡래미안루나밸리)",관리사무소,월곡래미안루나밸리아파트,127.0425716,37.60001959
"서울특별시 노원구 동일로 지하1409, 노원역 7호선 (상계동)",상계2동 노원역 7호선,노원역7호선,127.060517,37.65469459
서울특별시 종로구 종로17길 8(종로2가),입구,"종로1,4가동주민센터",126.9889715,37.57071262
"서울특별시 종로구 평창문화로 48, 평창경로당 (평창동)",입구,평창동주민센터,126.9667918,37.60533223
서울특별시 용산구 이촌로64길 15,103동 경비실 내,이촌자이아파트,126.9692612,37.51936657
서울특별시 노원구 노원로16길 15,2층 복도,시립노원노인종합복지관,127.0743462,37.64238616
"서울특별시 종로구 이화장길 33, 이화동주민센터 (이화동)",입구,이화동주민센터,127.0043413,37.57697018
"서울특별시 성북구 오패산로3길 17 (하월곡동, 동신아파트)",103동 중앙초소내,(신)동신아파트,127.0346779,37.60428274
서울특별시 강서구 마곡서1로 16 (마곡동),1층 중앙현관,마곡하늬중학교,126.8209852,37.55816899
"서울특별시 종로구 삼청로 107, 삼청동주민센터 (삼청동)",입구,삼청동주민센터,126.9818551,37.58500285
서울특별시 용산구 임정로 26,전시관1층,백범김구기념관,126.9592536,37.54427779
"서울특별시 중구 퇴계로8길 46, 회현동주민센터 (회현동1가)",1층 민원실 왼쪽 벽 부근,회현동주민센터,126.9793576,37.55728989
"서울특별시 종로구 북촌로 134-3, 삼청공원 (삼청동)",1층 관리사무실 내,삼청테니스장,126.9840122,37.58846264
"서울특별시 종로구 지봉로 87(창신동, 창신3동주민센터)",입구,창신3동주민센터,127.0149496,37.57789126
서울특별시 강서구 강서로68길 36 관리사무소,관리사무소,등촌주공1단지아파트,126.8415807,37.56477891
서울특별시 노원구 동일로 994 (공릉동),공릉1동 태릉입구역 화장실 옆 7호선,태릉입구역,127.075605,37.61896125
"서울특별시 노원구 덕릉로70가길 92, 북부장애인복지관 (상계동)",1층 건강운동실 입구 사물함 윗쪽,서울시립북부장애인종합복지관,127.05697,37.64253851
서울특별시 관악구 관악로 145 구청별관,치매안심센터 3층 안내데스크 안쪽,관악구치매안심센터,126.951828,37.47795887
"서울특별시 종로구 지봉로 8-6, 창신제1동주민센터 (창신동)",입구,창신1동주민센터,127.0163437,37.57071955
"서울특별시 강서구 수명로1길 16  (내발산동, 마곡수명산파크4단지아파트)",410동 1층 관리사무소 앞,마곡수명산파크4단지아파트,126.8231422,37.5519495
서울특별시 영등포구 신길로23길 12,1층 센터 사무실 내,신길5치안센터(영등포),126.9077737,37.50066774
"서울특별시 종로구 혜화로 12, 혜화동주민센터 (혜화동)",입구,혜화동주민센터,127.0005336,37.58699421
서울특별시 용산구 이촌로 248,관리사무소 입구,한강맨션아파트,126.9719949,37.51850271
서울특별시 노원구 동일로 994 (공릉동),(공릉1동) 태릉입구역 (6호선),태릉입구역,127.075605,37.61896125
"서울특별시 동작구 동작대로29길 115 (사당동, 사당우성3단지아파트)",관리사무소입구,사당우성3단지아파트,126.9749096,37.49062053
"서울특별시 종로구 송월길 154, 교남동주민센터 (행촌동)",입구,교남동주민센터,126.9619615,37.57191646
"서울특별시 노원구 동일로 1066, 노원새마을금고 (공릉동)",공릉1동 공릉역,공릉역,127.0734364,37.62526372
"서울특별시 성동구 성수이로 137(성수동2가, 성수동아이파크)",정문 경비 초소(108동쪽),성수동아이파크아파트,127.0561025,37.5473586
서울특별시 용산구 원효로89길 24 용산경찰서,교통조사계 복도,용산경찰서(본청),126.9668778,37.54118027
"서울특별시 강북구 오현로 128 번동 동문아파트 (번동, 번동동문아파트)",2층 관리사무소 출입문 좌측 벽면,번동동문아파트,127.0380456,37.62421381
"서울특별시 성북구 서경로 31 (정릉동, 푸른마을동아아파트)",관리사무소,푸른마을동아아파트,127.0137651,37.60782092
서울특별시 용산구 이태원로 184,출입구 좌측,이태원지구대,126.9944074,37.53431858
"서울특별시 종로구 북촌로 35, 가회동주민센터 (가회동)",입구,가회동주민센터,126.9847883,37.58004928
"서울특별시 동작구 등용로 127 (대방동, 대방동현대아파트)",관리사무소입구,대방현대1차아파트,126.9302273,37.51275537
"서울특별시 종로구 지봉로5길 7-5, 종로구구민회관, 보건소통합청 (창신동)",1층로비,종로구민회관,127.014366,37.5735002
"서울특별시 종로구 통일로14길 36, 무악동주민센터 (무악동)",입구,무악동주민센터,126.9581593,37.57599929
"서울특별시 중구 을지로 234, 을지지구대 (을지로5가)",1층 내부 출입구 좌측,을지지구대 (서울중부경찰서),126.993726,37.56662895
"서울특별시 성북구 아리랑로 89 (돈암동, 일신건영휴먼빌)",관리사무소,일신건영휴먼빌아파트,127.0127929,37.60088649
"서울특별시 광진구 자양번영로 80, 자양1파출소 (자양동)",1층 안쪽 계단 근처,자양1파출소,127.0769233,37.5366224
서울특별시 강서구 수명로2길 105,관리사무소 (505동),마곡수명산파크5단지아파트,126.8280284,37.55296078
"서울특별시 종로구 인왕산로1길 21, 종로문화체육센터 (사직동)",1층 로비,종로문화체육센터,126.9646613,37.57421004
서울특별시 동작구 사당로17길 4 . (사당동),1층 소내,사당3치안센터,126.97465,37.48358788
서울특별시 영등포구 여의공원로 120 여의도지구대,1층 책장 위 선반,여의도지구대(영등포),126.9266863,37.52961334
서울특별시 중구 퇴계로12길 78,2층안내데스크,회현체육센터,126.9816382,37.55603263
"서울특별시 종로구 낙산성곽동길 20-1, 덕산파출소 (창신동)",1층,혜화경찰서 덕산파출소,127.0093489,37.57441415
"서울특별시 종로구 통일로 246-11 (무악동, 무악현대아파트)",관리소,무악현대임대아파트,126.9586695,37.57573393
서울특별시 동대문구 한천로58길 81-49,1층로비 안내데스크,이문체육문화센터,127.0687022,37.60224425
"서울특별시 동작구 동작대로29길 110 (사당동, 사당신동아4차아파트)",종합상황실,사당신동아4단지,126.9779948,37.48984011
서울특별시 동작구 사당로 136  (사당동),1층 소내입구,사당5치안센터,126.9655651,37.4891617
"서울특별시 광진구 능동로 346, 중곡제2동주민센터 (중곡동)",1층 입구,중곡2파출소,127.0814726,37.5601468
서울특별시 노원구 화랑로 지하 347-1,"지하1층 신내, 봉화산 방면 개찰구 안쪽",화랑대역,127.0661184,37.61504738
서울특별시 종로구 평창문화로 46,파출소 내,평창파출소,126.966627,37.60524947
"서울특별시 종로구 율곡로 99, 창덕궁 (와룡동)",3호 화장실 주변,창경궁관리소,126.9926925,37.5832878
"서울특별시 동작구 동작대로29길 91 (사당동, 사당우성2단지아파트)",관리사무소입구,사당우성2단지아파트,126.9776208,37.48766528
서울특별시 강서구 강서로 266 관리동앞,관리사무소 옆 상황실,우장산아이파크e편한세상아파트,126.8394838,37.54879812
"서울특별시 종로구 효자로 9, 통의파출소 (통의동)",파출소 내,통의파출소,126.9740069,37.57677041
"서울특별시 노원구 상계로 182, 상계역 (상계동)",2층 화장실 가기전 발매기 옆 비치,상계역,127.0735756,37.66090315
"서울특별시 관악구 난곡로 63 (신림동, 관악산휴먼시아아파트)",관악산휴먼시아임대단지,관악산휴먼시아임대단지,126.9181952,37.46076506
"서울특별시 중구 충무로9길 19, 을지로동주민센터 (을지로3가)",민원실,을지로동주민센터,126.9913494,37.56669455
"서울특별시 동작구 알마타길 37 (대방동, 대방1차 e-편한세상)",관리사무소 2층,대방1차e-편한세상,126.9291808,37.51221761
서울특별시 동대문구 약령시로17길 59-11,1층 입구,제기동주민센터,127.0420258,37.58556171
서울특별시 광진구 동일로76가길 28 중곡3파출소,1층 입구,중곡3파출소,127.0801373,37.56880674
"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",경비1초소,금호벽산아파트,127.0256099,37.55343232
"서울특별시 동작구 여의대방로44길 47 대방주공2차아파트 (대방동, 주공아파트)",관리사무소1층 노인정,대방주공2차아파트,126.9293759,37.51029507
서울특별시 중구 퇴계로 178,1층 출입구 옆 사무실 안쪽,서울중부경찰서 충무파출소,126.9915855,37.56087917
"서울특별시 동작구 사당로2가길 102 (사당동, 사당자이아파트)",관리사무소입구,사당자이아파트,126.9622789,37.48957132
서울특별시 종로구 종로35가길 19,입구,"종로5,6가동주민센터",127.0050321,37.57206209
서울특별시 관악구 광신길 160,관리동 정문 1층 출입구,주공1단지,126.9273943,37.46603067
"서울특별시 종로구 종로65길 10, 숭인제2동주민센터 (숭인동)",주민센터 내,숭인2동주민센터,127.0199649,37.57488075
서울특별시 관악구 난곡로58길 13 1층 수영장 내부,신림체육센터 3층 헬스장,신림체육센터,126.9160318,37.48007051
"서울특별시 강남구 삼성로4길 17 (개포동, 주공아파트)",502동 A초소,개포주공5단지,127.0690357,37.48791603
"서울특별시 동작구 동작대로43길 22 남성지구대 (동작동, 동작연립)",1층 소내,남성지구대,126.9813231,37.49698361
"서울특별시 성북구 길음로9길 50 (길음동, 길음뉴타운)",관리사무소,길음뉴타운9단지아파트,127.0192496,37.60389191
"서울특별시 동작구 동작대로29길 119 (사당동, 극동아파트)",108동 앞 경비초소,극동아파트,126.9746001,37.49201987
서울특별시 은평구 서오릉로 64 (녹번동),안내센터 맞은편 벽면,역촌역,126.9232679,37.60623711
"서울특별시 중구 장충단로8길 22, 장충동주민센터 (장충동1가)",민원실,장충동주민센터,127.0078395,37.56190527
"서울특별시 중구 을지로39길 40, 구민회관 관리실 1층 (을지로6가)",1층 문옆,중구구민회관,127.0060271,37.56822314
서울특별시 종로구 성균관로 91  (혜화동),1층로비,올림픽기념국민생활관,126.9984034,37.59017143
"서울특별시 강남구 삼성로4길 17 (개포동, 주공아파트)",504동 A초소,개포주공5단지,127.0690357,37.48791603
서울특별시 노원구 화랑로 지하 347-1,월계1동 석계역 6호선 지하2층 vi-center 앞,석계역 6호선,127.0661184,37.61504738
서울특별시 강서구 등촌로 163 관리사무실,관리사무소,등촌아이파크아파트,126.8613716,37.54401972
"서울특별시 중구 퇴계로36길 42, 필동주민센터 (필동2가)",필동주민센터 1층 주출입구 옆,필동주민센터,126.9955967,37.56015636
